Time (ms), Temperature (C), Shunt Voltage, Bus Voltage (V), Current (mA), Power (mW), Load Voltage (V)
1604000,31.00,172.41,0.06,1723.10,104.00,0.23
1604500,31.00,174.90,0.06,1748.60,112.00,0.23
1605000,31.00,173.43,0.06,1736.60,104.00,0.23
1605500,31.00,171.49,0.06,1712.10,108.00,0.23
1606000,31.00,173.95,0.06,1738.10,112.00,0.23
1606500,31.06,172.77,0.06,1732.20,104.00,0.23
1607000,31.06,172.69,0.06,1728.70,104.00,0.24
1607500,31.06,172.46,0.06,1729.10,104.00,0.23
1608000,31.06,172.91,0.06,1729.10,112.00,0.23
1608500,31.06,173.41,0.06,1732.80,112.00,0.24
1609000,31.06,174.20,0.06,1740.50,104.00,0.23
1609500,31.06,173.84,0.06,1736.50,104.00,0.23
1610000,31.12,174.25,0.06,1742.60,104.00,0.24
1610500,31.12,174.93,0.06,1749.10,104.00,0.24
1611000,31.12,174.62,0.06,1739.10,112.00,0.23
1611500,31.12,174.84,0.06,1748.60,112.00,0.23
1612000,31.12,173.86,0.06,1738.20,112.00,0.23
1612500,31.19,173.91,0.06,1740.30,104.00,0.24
1613000,31.19,174.62,0.06,1746.10,104.00,0.23
1613500,31.19,172.94,0.06,1729.40,112.00,0.23
1614000,31.19,174.24,0.06,1741.00,104.00,0.23
1614500,31.19,173.06,0.06,1730.70,104.00,0.24
1615000,31.19,173.58,0.06,1737.00,104.00,0.24
1615500,31.19,172.66,0.06,1726.20,104.00,0.24
1616000,31.19,174.06,0.06,1738.20,112.00,0.24
1616500,31.19,174.34,0.06,1742.30,104.00,0.24
1617000,31.19,172.33,0.06,1720.80,104.00,0.23
1617500,31.25,174.47,0.06,1744.60,104.00,0.23
1618000,31.19,174.59,0.06,1746.40,112.00,0.24
1618500,31.25,172.72,0.06,1727.30,112.00,0.23
1619000,31.25,174.76,0.06,1747.30,112.00,0.24
1619500,31.25,174.98,0.06,1750.00,104.00,0.23
1620000,31.25,174.84,0.06,1751.20,112.00,0.24
1620500,31.25,175.05,0.06,1747.80,104.00,0.24
1621000,31.25,174.05,0.06,1740.50,112.00,0.24
1621500,31.31,179.04,0.06,1790.60,114.00,0.24
1622000,31.25,178.98,0.06,1789.40,114.00,0.24
1622500,31.31,179.06,0.06,1790.00,108.00,0.24
1623000,31.31,178.45,0.06,1789.30,114.00,0.24
1623500,31.31,179.25,0.06,1792.20,114.00,0.24
1624000,31.37,179.22,0.06,1791.90,108.00,0.24
1624500,31.31,178.60,0.06,1789.50,114.00,0.24
1625000,31.31,179.13,0.06,1790.70,114.00,0.24
1625500,31.37,179.02,0.06,1791.10,114.00,0.24
1626000,31.37,179.20,0.06,1793.00,114.00,0.24
1626500,31.37,179.10,0.06,1792.00,114.00,0.24
1627000,31.37,179.31,0.06,1793.30,114.00,0.24
1627500,31.37,178.80,0.06,1792.80,114.00,0.24
1628000,31.37,179.40,0.06,1791.50,114.00,0.24
1628500,31.37,178.60,0.06,1790.60,114.00,0.24
1629000,31.37,179.28,0.06,1790.70,114.00,0.24
1629500,31.37,179.30,0.06,1790.90,108.00,0.24
1630000,31.37,179.09,0.06,1790.50,114.00,0.24
1630500,31.37,179.05,0.06,1790.40,114.00,0.24
1631000,31.37,179.18,0.06,1791.60,114.00,0.24
1631500,31.44,179.00,0.06,1790.20,114.00,0.24
1632000,31.44,179.30,0.06,1793.20,114.00,0.24
1632500,31.44,179.49,0.07,1795.20,114.00,0.25
1633000,31.44,179.38,0.07,1793.70,122.00,0.25
1633500,31.44,179.38,0.06,1792.70,114.00,0.24
1634000,31.44,179.67,0.06,1796.50,114.00,0.24
1634500,31.44,179.66,0.06,1793.90,114.00,0.24
1635000,31.44,179.31,0.06,1793.10,114.00,0.24
1635500,31.50,179.26,0.06,1792.60,114.00,0.24
1636000,31.50,179.38,0.06,1793.20,114.00,0.24
1636500,31.50,179.30,0.06,1792.30,114.00,0.24
1637000,31.50,179.55,0.06,1793.70,114.00,0.24
1637500,31.50,179.66,0.06,1796.40,122.00,0.24
1638000,31.50,179.70,0.06,1795.70,114.00,0.24
1638500,31.50,179.67,0.06,1796.70,122.00,0.24
1639000,31.50,179.64,0.06,1795.40,114.00,0.24
1639500,31.50,180.04,0.06,1796.80,114.00,0.24
1640000,31.50,179.53,0.06,1795.60,114.00,0.24
1640500,31.50,179.70,0.06,1797.30,114.00,0.24
1641000,31.50,179.78,0.07,1797.90,114.00,0.25
1641500,31.56,179.82,0.06,1798.30,114.00,0.24
1642000,31.56,179.74,0.06,1796.70,114.00,0.24
1642500,31.56,179.76,0.06,1797.20,114.00,0.24
1643000,31.56,179.64,0.06,1796.00,114.00,0.24
1643500,31.56,179.70,0.07,1796.90,114.00,0.25
1644000,31.56,179.67,0.06,1796.40,114.00,0.24
1644500,31.56,179.71,0.06,1797.20,114.00,0.24
1645000,31.56,179.91,0.06,1797.50,114.00,0.24
1645500,31.62,179.61,0.06,1797.10,114.00,0.24
1646000,31.62,179.58,0.06,1795.30,122.00,0.24
1646500,31.62,179.65,0.06,1796.90,114.00,0.24
1647000,31.69,179.47,0.06,1794.50,122.00,0.24
1647500,31.69,179.84,0.07,1797.60,114.00,0.25
1648000,31.69,179.98,0.06,1798.30,108.00,0.24
1648500,31.69,179.74,0.07,1798.90,114.00,0.25
1649000,31.69,179.58,0.06,1798.80,114.00,0.24
1649500,31.69,179.76,0.06,1797.00,114.00,0.24
1650000,31.69,179.96,0.07,1799.70,114.00,0.25
1650500,31.75,179.90,0.06,1798.70,114.00,0.24
1651000,31.75,179.54,0.06,1796.20,114.00,0.24
1651500,31.75,179.92,0.07,1799.40,114.00,0.25
1652000,31.75,179.02,0.06,1790.20,114.00,0.24
1652500,31.75,179.30,0.06,1793.30,114.00,0.24
1653000,31.75,177.11,0.06,1771.90,104.00,0.24
1653500,31.81,176.88,0.06,1770.80,114.00,0.24
1654000,31.81,174.99,0.06,1741.80,112.00,0.24
1654500,31.81,179.09,0.06,1790.40,114.00,0.24
1655000,31.81,179.48,0.06,1796.80,114.00,0.24
1655500,31.87,179.41,0.06,1794.90,114.00,0.24
1656000,31.81,179.48,0.06,1794.40,114.00,0.24
1656500,31.87,179.77,0.06,1795.40,108.00,0.24
1657000,31.87,179.34,0.06,1791.40,114.00,0.24
1657500,31.87,177.83,0.06,1778.40,108.00,0.24
1658000,31.87,179.15,0.06,1791.10,114.00,0.24
1658500,31.87,178.93,0.06,1787.90,114.00,0.24
1659000,31.94,179.27,0.07,1792.80,114.00,0.25
1659500,31.94,179.23,0.06,1791.90,114.00,0.24
1660000,31.94,179.17,0.06,1792.10,114.00,0.24
1660500,31.94,179.35,0.06,1792.90,114.00,0.24
1661000,31.94,179.56,0.06,1794.70,114.00,0.24
1661500,31.94,179.55,0.06,1794.60,114.00,0.24
1662000,32.00,178.77,0.06,1789.40,114.00,0.24
1662500,32.00,178.97,0.06,1788.60,114.00,0.24
1663000,32.00,177.41,0.06,1773.60,114.00,0.24
1663500,32.00,176.60,0.06,1765.10,112.00,0.24
1664000,32.00,176.78,0.06,1758.00,112.00,0.24
1664500,32.00,176.05,0.06,1762.00,112.00,0.24
1665000,32.06,177.80,0.07,1795.10,108.00,0.25
1665500,32.06,181.99,0.06,1783.00,114.00,0.25
1666000,32.06,178.73,0.07,1786.90,114.00,0.25
1666500,32.06,176.19,0.06,1762.20,112.00,0.24
1667000,32.06,175.91,0.06,1755.50,112.00,0.24
1667500,32.13,176.36,0.06,1759.20,112.00,0.24
1668000,32.13,180.84,0.06,1812.60,124.00,0.24
1668500,32.13,180.44,0.07,1802.50,114.00,0.25
1669000,32.13,180.61,0.06,1807.90,114.00,0.24
1669500,32.13,181.11,0.06,1810.80,114.00,0.25
1670000,32.13,180.51,0.06,1816.90,124.00,0.24
1670500,32.19,181.08,0.07,1805.40,114.00,0.25
1671000,32.19,181.38,0.06,1807.70,114.00,0.25
1671500,32.19,180.42,0.06,1804.20,114.00,0.24
1672000,32.19,180.86,0.06,1806.80,114.00,0.24
1672500,32.19,180.67,0.06,1808.60,114.00,0.24
1673000,32.25,180.88,0.06,1809.60,114.00,0.24
1673500,32.25,180.37,0.07,1799.40,114.00,0.25
1674000,32.25,181.73,0.07,1817.10,114.00,0.25
1674500,32.25,181.43,0.07,1813.80,114.00,0.25
1675000,32.31,181.40,0.06,1813.80,114.00,0.25
1675500,32.31,181.10,0.06,1811.30,114.00,0.25
1676000,32.31,180.48,0.06,1804.50,114.00,0.24
1676500,32.31,180.90,0.07,1806.20,114.00,0.25
1677000,32.31,181.55,0.06,1815.40,124.00,0.25
1677500,32.38,181.30,0.07,1814.20,124.00,0.25
1678000,32.38,180.99,0.06,1808.50,114.00,0.24
1678500,32.38,182.33,0.06,1821.20,118.00,0.25
1679000,32.38,182.25,0.06,1820.20,124.00,0.25
1679500,32.38,182.58,0.07,1826.30,118.00,0.25
1680000,32.44,181.01,0.06,1811.10,124.00,0.25
1680500,32.44,181.99,0.06,1819.00,118.00,0.25
1681000,32.50,181.49,0.06,1814.20,124.00,0.25
1681500,32.50,183.48,0.06,1835.70,118.00,0.25
1682000,32.50,183.18,0.07,1833.00,118.00,0.25
1682500,32.50,183.09,0.06,1831.30,118.00,0.25
1683000,32.50,182.80,0.07,1823.00,124.00,0.25
1683500,32.50,183.26,0.07,1832.60,118.00,0.25
1684000,32.50,183.20,0.07,1830.80,118.00,0.25
1684500,32.56,183.32,0.07,1833.20,124.00,0.25
1685000,32.56,183.45,0.07,1834.70,118.00,0.25
1685500,32.56,183.50,0.06,1836.00,124.00,0.25
1686000,32.56,183.54,0.07,1836.00,124.00,0.25
1686500,32.56,183.71,0.07,1835.70,124.00,0.25
1687000,32.56,184.02,0.07,1839.80,124.00,0.25
1687500,32.56,184.00,0.07,1839.80,118.00,0.25
1688000,32.63,184.14,0.06,1839.50,118.00,0.25
1688500,32.63,184.41,0.07,1843.70,124.00,0.25
1689000,32.63,184.15,0.06,1841.20,124.00,0.25
1689500,32.63,183.12,0.06,1834.80,124.00,0.25
1690000,32.63,183.51,0.07,1835.70,124.00,0.25
1690500,32.69,184.37,0.07,1844.40,124.00,0.25
1691000,32.69,183.90,0.07,1841.60,124.00,0.25
1691500,32.69,184.60,0.06,1847.20,124.00,0.25
1692000,32.69,184.40,0.07,1847.90,124.00,0.25
1692500,32.69,184.86,0.06,1848.90,118.00,0.25
1693000,32.69,184.00,0.06,1839.60,118.00,0.25
1693500,32.69,183.56,0.07,1837.40,118.00,0.25
1694000,32.69,183.74,0.07,1837.20,124.00,0.25
1694500,32.69,184.58,0.06,1846.00,118.00,0.25
1695000,32.75,184.78,0.07,1849.00,124.00,0.25
1695500,32.75,184.52,0.06,1847.50,118.00,0.25
1696000,32.75,184.70,0.07,1848.40,118.00,0.25
1696500,32.75,184.22,0.07,1841.80,118.00,0.25
1697000,32.75,185.11,0.07,1848.10,124.00,0.25
1697500,32.69,184.35,0.07,1837.50,118.00,0.25
1698000,32.75,183.82,0.06,1843.40,124.00,0.25
1698500,32.75,184.45,0.07,1844.40,124.00,0.25
1699000,32.75,183.57,0.07,1837.30,124.00,0.25
1699500,32.81,184.77,0.07,1847.90,124.00,0.25
1700000,32.75,184.56,0.07,1850.90,124.00,0.25
1700500,32.75,184.59,0.07,1846.70,124.00,0.25
1701000,32.81,184.31,0.06,1842.10,124.00,0.25
1701500,32.81,184.09,0.07,1844.60,118.00,0.25
1702000,32.81,184.64,0.07,1846.40,124.00,0.25
1702500,32.81,185.00,0.07,1844.40,118.00,0.25
1703000,32.81,183.74,0.07,1837.40,124.00,0.25
1703500,32.81,183.95,0.07,1839.70,124.00,0.25
1704000,32.88,183.24,0.06,1833.30,118.00,0.25
1704500,32.88,184.61,0.07,1844.00,118.00,0.25
1705000,32.94,185.59,0.07,1855.50,118.00,0.25
1705500,32.94,183.56,0.07,1836.30,118.00,0.25
1706000,32.94,185.27,0.07,1856.20,124.00,0.25
1706500,32.94,184.54,0.07,1843.70,124.00,0.25
1707000,32.94,185.52,0.07,1854.10,124.00,0.25
1707500,32.94,186.02,0.06,1860.20,128.00,0.25
1708000,32.94,185.94,0.07,1858.30,128.00,0.26
1708500,32.94,185.83,0.07,1861.00,128.00,0.25
1709000,32.94,185.88,0.07,1857.70,128.00,0.25
1709500,33.00,185.88,0.07,1859.90,118.00,0.25
1710000,33.00,185.79,0.07,1857.40,128.00,0.25
1710500,33.00,185.75,0.07,1856.10,128.00,0.25
1711000,33.00,185.43,0.07,1853.70,124.00,0.25
1711500,33.00,185.65,0.07,1856.70,128.00,0.26
1712000,33.00,185.73,0.07,1856.90,128.00,0.25
1712500,33.00,185.63,0.07,1856.40,128.00,0.25
1713000,33.06,185.38,0.07,1853.40,124.00,0.25
1713500,33.06,0.02,3.99,-0.10,0.00,3.99
1714000,33.06,0.00,3.98,0.10,0.00,3.98
1714500,33.06,-0.04,3.99,0.10,0.00,3.99
1715000,33.06,-0.04,3.98,-0.10,0.00,3.98
1715500,33.13,-0.03,3.98,0.00,0.00,3.98
1716000,33.13,-0.01,3.99,-0.30,0.00,3.99
1716500,33.13,0.01,3.99,-0.20,0.00,3.99
1717000,33.13,-0.01,3.99,-0.20,0.00,3.99
1717500,33.13,0.01,3.98,-0.10,0.00,3.98
1718000,33.13,-0.01,3.98,-0.20,0.00,3.98
1718500,33.19,-0.01,3.99,-0.30,0.00,3.99
1719000,33.19,-0.03,3.99,0.00,0.00,3.99
1719500,33.19,-0.03,3.99,0.00,0.00,3.99
1720000,33.19,-0.02,3.99,0.20,0.00,3.99
1720500,33.19,-0.03,3.99,-0.30,0.00,3.99
1721000,33.19,-0.04,3.99,-0.20,0.00,3.99
1721500,33.19,-0.02,3.99,-0.40,0.00,3.99
1722000,33.25,-0.01,3.98,-0.10,0.00,3.98
1722500,33.25,0.00,3.99,-0.20,0.00,3.99
1723000,33.25,-0.01,3.98,-0.20,4.00,3.98
1723500,33.31,-0.02,3.98,-0.20,0.00,3.98
1724000,33.25,-0.04,3.99,0.10,0.00,3.99
1724500,33.31,-0.01,3.99,0.10,0.00,3.99
1725000,33.31,-0.01,3.98,0.00,0.00,3.98
1725500,33.31,-0.02,3.99,-0.30,0.00,3.99
